city,latitude,longitude,station,dominant_pollutant,timestamp,timestamp_timezone,aqi,AQI_meaning,AQI_health_implications,pm2.5,pm10,o3,co,no2,so2,dew,h,p,t,w
Sunderland,54.88361,-1.406878,"Sunderland Silksworth, United Kingdom",pm2.5,2024-06-30 07:00:00,+01:00,23.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",23.0,11.0,13.9,4.706329113924051,5.9,0.7,,80.6,1011.0,12.7,0.6
Swansea,51.632696,-3.947374,"Swansea Roadside, United Kingdom",pm2.5,2024-06-30 08:00:00,+01:00,13.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",13.0,2.0,29.0,4.706329113924051,0.6,3.6504132231404958,,76.6,1014.1,15.1,7.0
Wakefield,40.867985,-73.87808,"New York Botanical Garden, USA",pm2.5,2024-06-30 01:00:00,-04:00,8.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",8.0,40.24025974025974,11.2,2.7,7.4,3.6504132231404958,,92.0,1012.4,21.8,3.3
Winchester,36.16396,-115.11393,"Sunrise Acres, Clark County, USA",pm10,2021-05-18 05:00:00,-08:00,33.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",26.0,33.0,7.4,0.1,7.7,0.2,3.0,30.0,1010.4,21.0,2.0
Worcester,42.263877,-71.794186,Worcester Summer St,pm2.5,2024-06-30 01:00:00,-04:00,20.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",20.0,10.0,28.1,2.3,1.0,0.2,,93.5,1014.0,22.7,3.8
York,53.951889,-1.075861,"York Fishergate, United Kingdom",pm2.5,2024-06-30 07:00:00,+01:00,13.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",13.0,13.0,13.0,1.9,1.0,1.1,,58.0,1011.8,17.7,3.2
Aberdeen,57.141922,-2.091664,"Aberdeen Market Street 2, United Kingdom",,2024-06-29 22:00:00,+01:00,55.35672514619883,Invalid AQI value,Invalid AQI value,8.0,4.0,16.7,4.706329113924051,6.9,3.6504132231404958,8.0,76.0,1010.0,12.0,4.8
Dundee,56.464258,-2.971386,"Dundee Meadowside, United Kingdom",,2024-06-29 21:00:00,+01:00,55.35672514619883,Invalid AQI value,Invalid AQI value,10.0,5.0,16.22236842105263,4.706329113924051,8.5,3.6504132231404958,8.0,81.0,1011.0,11.0,3.6
Edinburgh,55.953837,-3.205481,"Edinburgh Queen Street, United Kingdom",o3,2019-03-20 22:00:00,+00:00,19.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",9.0,3.0,18.7,4.0,2.8,4.1,,86.6,1022.6,11.7,3.4
Glasgow,55.85917,-4.258889,"Glasgow Kerbside, United Kingdom",pm2.5,2024-06-30 06:00:00,+01:00,28.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",28.0,15.0,19.6,4.706329113924051,6.3,0.7,9.0,76.0,1013.0,13.0,2.5
Inverness,57.481308,-4.241451,"Inverness, United Kingdom",pm2.5,2024-06-30 07:00:00,+01:00,3.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",3.0,2.0,34.0,4.706329113924051,1.8,3.6504132231404958,,82.1,1012.5,12.4,3.0
Stirling,56.11472,-3.932178,"Stirling Craig's Roundabout, United Kingdom",,2024-06-29 22:00:00,+01:00,55.35672514619883,Invalid AQI value,Invalid AQI value,19.0,10.0,16.22236842105263,4.706329113924051,1.8,4.1,,82.0,1012.9,11.6,0.2
Bangor,44.817398,-68.772762,"Bangor MSS, Maine, USA",pm2.5,2024-06-30 02:00:00,-05:00,15.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",15.0,8.0,16.22236842105263,4.706329113924051,6.365625,3.6504132231404958,,94.3,1010.9,15.9,4.8
Cardiff,51.48178,-3.17625,"Cardiff Centre, United Kingdom",o3,2024-06-30 08:00:00,+01:00,21.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",5.0,2.0,21.1,0.4,1.6,0.2,,97.0,1013.8,13.0,0.5
Newport,51.601203,-2.977281,"Newport, United Kingdom",pm2.5,2024-06-30 07:00:00,+01:00,17.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",17.0,8.0,19.0,0.4,2.4,0.2,,84.5,1013.4,13.6,0.6
Swansea,51.632696,-3.947374,"Swansea Roadside, United Kingdom",pm2.5,2024-06-30 08:00:00,+01:00,13.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",13.0,2.0,29.0,4.706329113924051,0.6,3.6504132231404958,,76.6,1014.1,15.1,7.0
Belfast,54.59965,-5.928833,"Belfast Centre, United Kingdom",pm2.5,2024-06-30 07:00:00,+01:00,35.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",35.0,20.0,17.2,0.2,4.2,0.5,9.0,81.0,1015.0,12.0,2.0
Lisburn,54.543516,-6.008608,"Lisburn Dunmurry Seymour Hill, United Kingdom",pm2.5,2024-06-30 04:00:00,+01:00,21.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",21.0,10.0,19.5,4.706329113924051,1.4,1.1,9.0,81.0,1014.0,12.0,2.5
Derry,55.002851,-7.331128,"Derry Rosemount, United Kingdom",o3,2024-06-30 07:00:00,+01:00,20.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",25.0,12.0,20.4,4.706329113924051,0.5,0.6,,76.5,1009.2,12.0,6.0
Newry,54.180381,-6.33924,"Newry Canal Street, United Kingdom",pm10,2024-06-30 07:00:00,+01:00,16.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",21.0,16.0,19.5,4.706329113924051,3.2,1.1,,85.0,1015.5,12.2,2.2
Cork,51.911111000177,-8.4750000002426,"South Link Road, Cork, Ireland",so2,2024-06-30 06:00:00,+01:00,0.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",51.30508474576271,40.24025974025974,17.5,4.706329113924051,1.5,0.2,7.0,81.0,1018.0,10.0,3.0
Dublin,53.345053,-6.254344,"Pearse Street, Dublin 2, Ireland",pm2.5,2024-06-30 06:00:00,+01:00,20.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",20.0,8.0,8.2,4.706329113924051,5.3,3.6504132231404958,,89.5,1016.0,11.1,2.5
Galway,53.292096,-8.987049,"Briarhill, Co. Galway, Ireland",pm2.5,2024-06-30 06:00:00,+01:00,17.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",17.0,9.0,16.22236842105263,4.706329113924051,11.3,3.6504132231404958,9.0,87.0,1018.0,11.0,1.5
Limerick,52.66385,-8.626646,"O'Connell St, Limerick, Ireland",pm2.5,2024-06-30 08:00:00,+01:00,28.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",28.0,8.0,16.22236842105263,4.706329113924051,6.365625,3.6504132231404958,10.0,87.0,1018.0,12.0,3.0
Waterford,52.263829,-7.117967,"Merchants Quay, Waterford City, Ireland",pm2.5,2024-06-30 06:00:00,+01:00,18.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",18.0,7.0,16.1,4.706329113924051,1.1,3.6504132231404958,,85.0,1016.4,10.0,5.0
Derry,55.002851,-7.331128,"Derry Rosemount, United Kingdom",o3,2024-06-30 07:00:00,+01:00,20.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",25.0,12.0,20.4,4.706329113924051,0.5,0.6,,76.5,1009.2,12.0,6.0
Dundalk,39.2981,-76.604698,"Oldtown, Maryland, USA",pm2.5,2022-01-13 06:00:00,-05:00,63.0,Moderate,"Air quality is acceptable; however, for some pollutants there may be a moderate health concern for a very small number of people who are unusually sensitive to air pollution.",63.0,40.24025974025974,16.22236842105263,4.706329113924051,6.365625,3.6504132231404958,,83.0,1015.8,-1.6,1.0
Lisburn,54.543516,-6.008608,"Lisburn Dunmurry Seymour Hill, United Kingdom",pm2.5,2024-06-30 04:00:00,+01:00,21.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",21.0,10.0,19.5,4.706329113924051,1.4,1.1,9.0,81.0,1014.0,12.0,2.5
Newry,54.180381,-6.33924,"Newry Canal Street, United Kingdom",pm10,2024-06-30 07:00:00,+01:00,16.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",21.0,16.0,19.5,4.706329113924051,3.2,1.1,,85.0,1015.5,12.2,2.2
Bangor,44.817398,-68.772762,"Bangor MSS, Maine, USA",pm2.5,2024-06-30 02:00:00,-05:00,15.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",15.0,8.0,16.22236842105263,4.706329113924051,6.365625,3.6504132231404958,,94.3,1010.9,15.9,4.8
Brighton,43.145021,-77.557608,"Rochester Near Rd, New York, USA",pm2.5,2024-06-30 02:00:00,-04:00,29.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",29.0,40.24025974025974,32.8,1.0,2.3,3.6504132231404958,,96.0,1011.2,21.8,1.0
Cambridge,52.199575,0.12774,"Cambridge Gonville Place, United Kingdom",pm2.5,2022-05-13 09:00:00,+01:00,30.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",30.0,11.0,25.0,4.706329113924051,5.1,3.7,,61.7,1017.4,15.0,0.2
Carlisle,54.894834,-2.945307,"Carlisle Roadside, United Kingdom",pm2.5,2021-06-21 11:00:00,+01:00,46.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",46.0,15.0,30.0,4.706329113924051,17.9,3.6504132231404958,5.0,58.0,1018.0,13.0,3.6
Chester,39.8356,-75.3725,"Chester, Pennsylvania, USA",pm2.5,2024-06-30 01:00:00,-04:00,25.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",25.0,40.24025974025974,16.8,4.706329113924051,4.2,3.6504132231404958,,96.0,1015.5,24.4444,1.9
Coventry,52.411563,-1.560228,"Coventry Allesley, United Kingdom",o3,2024-06-30 07:00:00,+01:00,20.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",17.0,9.0,19.5,4.706329113924051,1.0,3.6504132231404958,,75.3,1012.7,13.8,2.6
Derby,39.838199,-104.94984,"Welby, Colorado, USA",pm10,2024-06-29 23:00:00,-06:00,14.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",68.0,14.0,12.6,2.9,4.2,0.6,,76.0,1026.0,17.2222,1.0
Durham,35.9919,-78.8964,"Durham Armory, North Carolina, USA",pm2.5,2024-06-30 02:00:00,-05:00,25.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",25.0,12.0,15.2,4.706329113924051,6.365625,0.2,,80.5,1022.5,27.6,0.3
Exeter,-41.303,146.951,Exeter,pm2.5,2024-06-30 17:00:00,+10:00,5.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",5.0,2.0,16.22236842105263,4.706329113924051,6.365625,3.6504132231404958,3.9,74.3,972.6172142857143,8.2,4.1
Kingston,44.219722,-76.521111,"Kingston, Ontario, Canada",o3,2024-06-30 03:00:00,-05:00,34.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",21.0,40.24025974025974,34.4,4.706329113924051,1.1,3.6504132231404958,20.0,100.0,1009.8,20.0,2.5
Lancaster,34.66959,-118.13068,"Lancaster-Division Street, Los Angeles, California",pm2.5,2022-12-19 13:00:00,-08:00,30.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",30.0,12.0,1.6,4.706329113924051,7.5,3.6504132231404958,-7.0,27.0,1024.3,11.0,2.0
Leicester,52.619823,-1.127311,"Leicester University, United Kingdom",o3,2024-06-30 07:00:00,+01:00,19.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",17.0,8.0,19.2,4.706329113924051,2.5,1.1,,75.3,1011.7,13.5,2.0
Lincoln,40.812558,-96.675733,"Llchd Bam, Nebraska, USA",pm2.5,2024-06-30 01:00:00,-06:00,13.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",13.0,40.24025974025974,16.22236842105263,4.706329113924051,6.365625,3.6504132231404958,,65.7,508.7,20.1,2.6
Londonderry,55.002851,-7.331128,"Derry Rosemount, United Kingdom",o3,2024-06-30 07:00:00,+01:00,20.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",25.0,12.0,20.4,4.706329113924051,0.5,0.6,,76.5,1009.2,12.0,6.0
Oxford,51.744806,-1.260278,"Oxford St Ebbes, United Kingdom",o3,2024-06-30 07:00:00,+01:00,23.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",17.0,7.0,23.1,4.706329113924051,1.0,3.6504132231404958,,72.6,1013.3,14.2,0.4
Peterborough,44.301917,-78.346222,"Peterborough, Ontario, Canada",pm2.5,2024-06-30 02:00:00,-05:00,25.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",25.0,40.24025974025974,16.8,4.706329113924051,2.0,3.6504132231404958,17.0,100.0,1009.1,17.0,1.0
Plymouth,50.37167,-4.142361,"Plymouth Centre, United Kingdom",o3,2024-06-30 07:00:00,+01:00,21.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",21.0,9.0,21.1,4.706329113924051,1.0,3.6504132231404958,,83.2,1014.5,16.6,7.2
Preston,53.76559,-2.680353,"Preston, United Kingdom",o3,2024-06-30 07:00:00,+01:00,21.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",17.0,9.0,21.1,4.706329113924051,2.3,3.6504132231404958,,86.4,1013.3,11.1,4.2
Salford,53.48481,-2.334139,"Salford Eccles, United Kingdom",o3,2024-06-30 07:00:00,+01:00,20.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",14.0,10.0,20.3,4.706329113924051,2.7,0.9,,79.0,1012.9,12.3,3.0
Sheffield,53.378622,-1.478096,"Sheffield Devonshire Green, United Kingdom",o3,2024-06-30 07:00:00,+01:00,21.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",17.0,7.0,20.5,4.706329113924051,34.8,1.7,,69.0,1005.7,13.8,1.7
Stirling,56.11472,-3.932178,"Stirling Craig's Roundabout, United Kingdom",,2024-06-29 22:00:00,+01:00,55.35672514619883,Invalid AQI value,Invalid AQI value,19.0,10.0,16.22236842105263,4.706329113924051,1.8,4.1,,82.0,1012.9,11.6,0.2
Stoke,53.02821,-2.175133,"Stoke-on-Trent Centre, United Kingdom",pm2.5,2024-06-30 07:00:00,+01:00,21.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",21.0,11.0,17.9,4.706329113924051,2.8,3.6504132231404958,,90.5,1012.6,12.7,0.5
Sunderland,54.88361,-1.406878,"Sunderland Silksworth, United Kingdom",pm2.5,2024-06-30 07:00:00,+01:00,23.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",23.0,11.0,13.9,4.706329113924051,5.9,0.7,,80.6,1011.0,12.7,0.6
Swansea,51.632696,-3.947374,"Swansea Roadside, United Kingdom",pm2.5,2024-06-30 08:00:00,+01:00,13.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",13.0,2.0,29.0,4.706329113924051,0.6,3.6504132231404958,,76.6,1014.1,15.1,7.0
Wakefield,40.867985,-73.87808,"New York Botanical Garden, USA",pm2.5,2024-06-30 01:00:00,-04:00,8.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",8.0,40.24025974025974,11.2,2.7,7.4,3.6504132231404958,,92.0,1012.4,21.8,3.3
Winchester,36.16396,-115.11393,"Sunrise Acres, Clark County, USA",pm10,2021-05-18 05:00:00,-08:00,33.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",26.0,33.0,7.4,0.1,7.7,0.2,3.0,30.0,1010.4,21.0,2.0
Worcester,42.263877,-71.794186,Worcester Summer St,pm2.5,2024-06-30 01:00:00,-04:00,20.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",20.0,10.0,28.1,2.3,1.0,0.2,,93.5,1014.0,22.7,3.8
York,53.951889,-1.075861,"York Fishergate, United Kingdom",pm2.5,2024-06-30 07:00:00,+01:00,13.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",13.0,13.0,13.0,1.9,1.0,1.1,,58.0,1011.8,17.7,3.2
Aberdeen,57.141922,-2.091664,"Aberdeen Market Street 2, United Kingdom",,2024-06-29 22:00:00,+01:00,55.35672514619883,Invalid AQI value,Invalid AQI value,8.0,4.0,16.7,4.706329113924051,6.9,3.6504132231404958,8.0,76.0,1010.0,12.0,4.8
Dundee,56.464258,-2.971386,"Dundee Meadowside, United Kingdom",,2024-06-29 21:00:00,+01:00,55.35672514619883,Invalid AQI value,Invalid AQI value,10.0,5.0,16.22236842105263,4.706329113924051,8.5,3.6504132231404958,8.0,81.0,1011.0,11.0,3.6
Edinburgh,55.953837,-3.205481,"Edinburgh Queen Street, United Kingdom",o3,2019-03-20 22:00:00,+00:00,19.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",9.0,3.0,18.7,4.0,2.8,4.1,,86.6,1022.6,11.7,3.4
Glasgow,55.85917,-4.258889,"Glasgow Kerbside, United Kingdom",pm2.5,2024-06-30 06:00:00,+01:00,28.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",28.0,15.0,19.6,4.706329113924051,6.3,0.7,9.0,76.0,1013.0,13.0,2.5
Inverness,57.481308,-4.241451,"Inverness, United Kingdom",pm2.5,2024-06-30 07:00:00,+01:00,3.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",3.0,2.0,34.0,4.706329113924051,1.8,3.6504132231404958,,82.1,1012.5,12.4,3.0
Stirling,56.11472,-3.932178,"Stirling Craig's Roundabout, United Kingdom",,2024-06-29 22:00:00,+01:00,55.35672514619883,Invalid AQI value,Invalid AQI value,19.0,10.0,16.22236842105263,4.706329113924051,1.8,4.1,,82.0,1012.9,11.6,0.2
Bangor,44.817398,-68.772762,"Bangor MSS, Maine, USA",pm2.5,2024-06-30 02:00:00,-05:00,15.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",15.0,8.0,16.22236842105263,4.706329113924051,6.365625,3.6504132231404958,,94.3,1010.9,15.9,4.8
Cardiff,51.48178,-3.17625,"Cardiff Centre, United Kingdom",o3,2024-06-30 08:00:00,+01:00,21.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",5.0,2.0,21.1,4.706329113924051,1.6,0.2,,97.0,1013.8,13.0,0.5
Newport,51.601203,-2.977281,"Newport St Julians Comp School, United Kingdom",pm2.5,2024-06-30 08:00:00,+01:00,17.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",17.0,8.0,26.0,4.706329113924051,2.4,0.2,,84.5,1013.4,13.6,0.6
Swansea,51.632696,-3.947374,"Swansea Roadside, United Kingdom",pm2.5,2024-06-30 08:00:00,+01:00,13.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",13.0,2.0,29.0,4.706329113924051,0.6,3.6504132231404958,,76.6,1014.1,15.1,7.0
Belfast,54.59965,-5.928833,"Belfast Centre, United Kingdom",pm2.5,2024-06-30 07:00:00,+01:00,35.0,Good,"Air quality is considered satisfactory, and air pollution poses little or no risk",35.0,20.0,17.2,0.2,4.2,0.5,9.0,81.0,1015.0,12.0,2.0
