date,pm2.5,o3,no2,so2,co
2021-10-04,36.64735698769008,29.0,5.830965909090909,0.0,1.826271186440678
2021-10-03,36.64735698769008,29.0,5.0,0.0,1.826271186440678
2021-10-02,36.64735698769008,17.0,1.0,0.0,1.826271186440678
2021-10-01,36.64735698769008,21.0,5.0,0.0,1.826271186440678
2021-09-30,36.64735698769008,28.0,1.0,0.0,1.826271186440678
2021-09-29,36.64735698769008,17.0,3.0,0.0,1.826271186440678
2021-09-28,36.64735698769008,48.0,2.0,0.0,1.826271186440678
2021-09-27,36.64735698769008,62.0,8.0,0.0,1.826271186440678
2021-09-26,36.64735698769008,48.0,7.0,0.0,1.826271186440678
2021-09-25,36.64735698769008,52.0,13.0,0.0,1.826271186440678
2021-09-24,36.64735698769008,45.0,12.0,0.0,1.826271186440678
2021-09-23,36.64735698769008,38.0,11.0,0.0,1.826271186440678
2021-09-22,36.64735698769008,34.0,4.0,0.0,1.826271186440678
2021-09-21,36.64735698769008,35.0,4.0,0.0,1.826271186440678
2021-09-20,36.64735698769008,49.0,5.0,0.0,1.826271186440678
2021-09-19,36.64735698769008,36.0,9.0,0.0,1.826271186440678
2021-09-18,36.64735698769008,31.0,3.0,0.0,1.826271186440678
2021-09-17,36.64735698769008,15.0,3.0,0.0,1.826271186440678
2021-09-16,36.64735698769008,18.0,5.830965909090909,0.0,1.826271186440678
2021-09-15,36.64735698769008,13.0,5.830965909090909,0.0,1.826271186440678
2021-09-14,36.64735698769008,1.0,5.830965909090909,0.0,1.826271186440678
2021-09-13,36.64735698769008,1.0,5.830965909090909,0.0,1.826271186440678
2021-09-12,36.64735698769008,64.0,2.0,0.0,1.826271186440678
2021-09-11,36.64735698769008,28.0,6.0,0.0,1.826271186440678
2021-09-10,36.64735698769008,49.0,2.0,0.0,1.826271186440678
2021-09-09,36.64735698769008,52.0,6.0,0.0,1.826271186440678
2021-09-08,36.64735698769008,48.0,9.0,0.0,1.826271186440678
2021-09-07,36.64735698769008,31.0,3.0,0.0,1.826271186440678
2021-09-06,36.64735698769008,26.0,5.830965909090909,0.0,1.826271186440678
2021-09-05,36.64735698769008,34.0,5.830965909090909,0.0,1.826271186440678
2021-09-04,36.64735698769008,26.0,2.0,0.0,1.826271186440678
2021-09-03,36.64735698769008,25.0,4.0,0.0,1.826271186440678
2021-09-02,36.64735698769008,24.0,1.0,0.0,1.826271186440678
2021-09-01,36.64735698769008,43.0,1.0,0.0,1.826271186440678
2021-08-31,36.64735698769008,32.0,5.0,0.0,1.826271186440678
2021-08-30,36.64735698769008,27.0,2.0,0.0,1.826271186440678
2021-08-29,36.64735698769008,29.0,3.0,0.0,1.826271186440678
2021-08-28,36.64735698769008,32.0,5.830965909090909,0.0,1.826271186440678
2021-08-27,36.64735698769008,44.0,4.0,0.0,1.826271186440678
2021-08-26,36.64735698769008,44.0,5.0,0.0,1.826271186440678
2021-08-25,36.64735698769008,56.0,2.0,0.0,1.826271186440678
2021-08-24,36.64735698769008,61.0,2.0,0.0,1.826271186440678
2021-08-23,36.64735698769008,35.0,5.830965909090909,0.0,1.826271186440678
2021-08-22,36.64735698769008,31.0,4.0,0.0,1.826271186440678
2021-08-21,36.64735698769008,25.0,4.0,0.0,1.826271186440678
2021-08-20,36.64735698769008,21.0,4.0,0.0,1.826271186440678
2021-08-19,36.64735698769008,15.0,2.0,0.0,1.826271186440678
2021-08-18,36.64735698769008,34.0,5.0,0.0,1.826271186440678
2021-08-17,36.64735698769008,47.0,6.0,0.0,1.826271186440678
2021-08-16,36.64735698769008,36.0,5.830965909090909,0.0,1.826271186440678
2021-08-15,36.64735698769008,36.0,5.830965909090909,0.0,1.826271186440678
2021-08-14,36.64735698769008,34.0,6.0,0.0,1.826271186440678
2021-08-13,36.64735698769008,33.0,5.0,0.0,1.826271186440678
2021-08-12,36.64735698769008,14.0,6.0,0.0,1.826271186440678
2021-08-11,36.64735698769008,25.0,4.0,0.0,1.826271186440678
2021-08-10,36.64735698769008,26.0,2.0,0.0,1.826271186440678
2021-08-09,36.64735698769008,18.0,5.830965909090909,0.0,1.826271186440678
2021-08-08,36.64735698769008,25.0,1.0,0.0,1.826271186440678
2021-08-07,36.64735698769008,62.0,6.0,0.0,1.826271186440678
2021-08-06,36.64735698769008,57.0,8.0,0.0,1.826271186440678
2021-08-05,36.64735698769008,37.0,4.0,0.0,1.826271186440678
2021-08-04,36.64735698769008,41.0,7.0,0.0,1.826271186440678
2021-08-03,36.64735698769008,36.0,0.0,0.0,1.826271186440678
2021-08-02,36.64735698769008,23.0,5.830965909090909,0.0,1.826271186440678
2021-08-01,36.64735698769008,28.0,5.830965909090909,0.0,1.826271186440678
2021-07-31,36.64735698769008,51.0,5.0,0.0,1.826271186440678
2021-07-30,36.64735698769008,35.0,6.0,0.0,1.826271186440678
2021-07-29,36.64735698769008,34.0,4.0,0.0,1.826271186440678
2021-07-28,36.64735698769008,41.0,8.0,0.0,1.826271186440678
2021-07-27,36.64735698769008,45.0,2.0,0.0,1.826271186440678
2021-07-26,36.64735698769008,33.0,1.0,0.0,1.826271186440678
2021-07-25,36.64735698769008,30.385289431757833,2.0,0.0,1.826271186440678
2021-07-24,36.64735698769008,23.0,3.0,0.0,1.826271186440678
2021-07-23,36.64735698769008,32.0,4.0,0.0,1.826271186440678
2021-07-22,36.64735698769008,47.0,7.0,0.0,1.826271186440678
2021-07-21,36.64735698769008,31.0,7.0,0.0,1.826271186440678
2021-07-20,36.64735698769008,26.0,5.0,0.0,1.826271186440678
2021-07-19,36.64735698769008,24.0,4.0,0.0,1.826271186440678
2021-07-18,36.64735698769008,28.0,4.0,0.0,1.826271186440678
2021-07-17,36.64735698769008,19.0,5.0,0.0,1.826271186440678
2021-07-16,36.64735698769008,19.0,5.0,0.0,1.826271186440678
2021-07-15,36.64735698769008,25.0,7.0,0.0,1.826271186440678
2021-07-14,36.64735698769008,27.0,6.0,0.0,1.826271186440678
2021-07-13,36.64735698769008,23.0,7.0,0.0,1.826271186440678
2021-07-12,36.64735698769008,21.0,5.0,0.0,1.826271186440678
2021-07-11,36.64735698769008,18.0,2.0,0.0,1.826271186440678
2021-07-10,36.64735698769008,14.0,3.0,0.0,1.826271186440678
2021-07-09,36.64735698769008,18.0,6.0,0.0,1.826271186440678
2021-07-08,36.64735698769008,30.0,4.0,0.0,1.826271186440678
2021-07-07,36.64735698769008,28.0,6.0,0.0,1.826271186440678
2021-07-06,36.64735698769008,25.0,6.0,0.0,1.826271186440678
2021-07-05,36.64735698769008,33.0,6.0,0.0,1.826271186440678
2021-07-04,36.64735698769008,18.0,2.0,0.0,1.826271186440678
2021-07-03,36.64735698769008,54.0,6.0,0.0,1.826271186440678
2021-07-02,36.64735698769008,52.0,4.0,0.0,1.826271186440678
2021-07-01,36.64735698769008,30.385289431757833,5.0,0.0,1.826271186440678
2021-06-30,36.64735698769008,19.0,3.0,0.0,1.826271186440678
2021-06-29,36.64735698769008,19.0,1.0,0.0,1.826271186440678
2021-06-28,36.64735698769008,23.0,3.0,0.0,1.826271186440678
2021-06-27,36.64735698769008,30.385289431757833,3.0,0.0,1.826271186440678
2021-06-26,36.64735698769008,18.0,4.0,0.0,1.826271186440678
2021-06-25,36.64735698769008,10.0,4.0,0.0,1.826271186440678
2021-06-24,36.64735698769008,30.385289431757833,3.0,0.0,1.826271186440678
2021-06-23,36.64735698769008,12.0,5.830965909090909,0.0,1.826271186440678
2021-06-22,36.64735698769008,14.0,5.0,0.0,1.826271186440678
2021-06-21,36.64735698769008,18.0,4.0,0.0,1.826271186440678
2021-06-20,36.64735698769008,66.0,2.0,0.0,1.826271186440678
2021-06-19,36.64735698769008,45.0,6.0,0.0,1.826271186440678
2021-06-18,36.64735698769008,47.0,8.0,0.0,1.826271186440678
2021-06-17,36.64735698769008,41.0,7.0,0.0,1.826271186440678
2021-06-16,36.64735698769008,50.0,6.0,0.0,1.826271186440678
2021-06-15,36.64735698769008,41.0,7.0,0.0,1.826271186440678
2021-06-14,36.64735698769008,33.0,5.0,0.0,1.826271186440678
2021-06-13,36.64735698769008,49.0,3.0,0.0,1.826271186440678
2021-06-12,36.64735698769008,28.0,3.0,0.0,1.826271186440678
2021-06-11,36.64735698769008,20.0,3.0,0.0,1.826271186440678
2021-06-10,36.64735698769008,19.0,5.0,0.0,1.826271186440678
2021-06-09,36.64735698769008,19.0,3.0,0.0,1.826271186440678
2021-06-08,36.64735698769008,16.0,3.0,0.0,1.826271186440678
2021-06-07,36.64735698769008,27.0,3.0,0.0,1.826271186440678
2021-06-06,36.64735698769008,35.0,3.0,0.0,1.826271186440678
2021-06-05,36.64735698769008,21.0,6.0,0.0,1.826271186440678
2021-06-04,36.64735698769008,29.0,5.0,0.0,1.826271186440678
2021-06-03,36.64735698769008,49.0,8.0,0.0,1.826271186440678
2021-06-02,36.64735698769008,32.0,8.0,0.0,1.826271186440678
2021-06-01,36.64735698769008,40.0,6.0,0.0,1.826271186440678
2021-05-31,36.64735698769008,43.0,4.0,0.0,1.826271186440678
2021-05-30,36.64735698769008,42.0,4.0,0.0,1.826271186440678
2021-05-29,36.64735698769008,33.0,4.0,0.0,1.826271186440678
2021-05-28,36.64735698769008,23.0,6.0,0.0,1.826271186440678
2021-05-27,36.64735698769008,28.0,5.0,0.0,1.826271186440678
2021-05-26,36.64735698769008,23.0,6.0,0.0,1.826271186440678
2021-05-25,36.64735698769008,25.0,5.0,0.0,1.826271186440678
2021-05-24,36.64735698769008,27.0,5.0,0.0,1.826271186440678
2021-05-23,36.64735698769008,28.0,2.0,0.0,1.826271186440678
2021-05-22,36.64735698769008,25.0,2.0,0.0,1.826271186440678
2021-05-21,36.64735698769008,39.0,4.0,0.0,1.826271186440678
2021-05-20,36.64735698769008,35.0,7.0,0.0,1.826271186440678
2021-05-19,36.64735698769008,38.0,10.0,0.0,1.826271186440678
2021-05-18,36.64735698769008,24.0,5.0,0.0,1.826271186440678
2021-05-17,36.64735698769008,27.0,6.0,0.0,1.826271186440678
2021-05-16,36.64735698769008,39.0,4.0,0.0,1.826271186440678
2021-05-15,36.64735698769008,42.0,8.0,0.0,1.826271186440678
2021-05-14,36.64735698769008,30.0,7.0,0.0,1.826271186440678
2021-05-13,36.64735698769008,18.0,4.0,0.0,1.826271186440678
2021-05-12,36.64735698769008,21.0,2.0,0.0,1.826271186440678
2021-05-11,36.64735698769008,24.0,4.0,0.0,1.826271186440678
2021-05-10,36.64735698769008,22.0,5.0,0.0,1.826271186440678
2021-05-09,36.64735698769008,32.0,1.0,0.0,1.826271186440678
2021-05-08,36.64735698769008,50.0,6.0,0.0,1.826271186440678
2021-05-07,36.64735698769008,39.0,8.0,0.0,1.826271186440678
2021-05-06,36.64735698769008,35.0,8.0,0.0,1.826271186440678
2021-05-05,36.64735698769008,35.0,3.0,0.0,1.826271186440678
2021-05-04,36.64735698769008,30.0,6.0,0.0,1.826271186440678
2021-05-03,36.64735698769008,38.0,3.0,0.0,1.826271186440678
2021-05-02,36.64735698769008,18.0,2.0,0.0,1.826271186440678
2021-05-01,36.64735698769008,18.0,3.0,0.0,1.826271186440678
2021-04-30,36.64735698769008,25.0,5.0,0.0,1.826271186440678
2021-04-29,36.64735698769008,18.0,5.0,0.0,1.826271186440678
2021-04-28,36.64735698769008,22.0,3.0,0.0,1.826271186440678
2021-04-27,36.64735698769008,42.0,6.0,0.0,1.826271186440678
2021-04-26,36.64735698769008,44.0,9.0,0.0,1.826271186440678
2021-04-25,36.64735698769008,36.0,4.0,0.0,1.826271186440678
2021-04-24,36.64735698769008,23.0,2.0,0.0,1.826271186440678
2021-04-23,36.64735698769008,38.0,8.0,0.0,1.826271186440678
2021-04-22,36.64735698769008,36.0,7.0,0.0,1.826271186440678
2021-04-21,36.64735698769008,53.0,4.0,0.0,1.826271186440678
2021-04-20,36.64735698769008,35.0,9.0,0.0,1.826271186440678
2021-04-19,36.64735698769008,25.0,9.0,0.0,1.826271186440678
2021-04-18,36.64735698769008,20.0,3.0,0.0,1.826271186440678
2021-04-17,36.64735698769008,16.0,1.0,0.0,1.826271186440678
2021-04-16,36.64735698769008,26.0,5.0,0.0,1.826271186440678
2021-04-15,36.64735698769008,27.0,3.0,0.0,1.826271186440678
2021-04-14,36.64735698769008,36.0,6.0,0.0,1.826271186440678
2021-04-13,36.64735698769008,52.0,5.0,0.0,1.826271186440678
2021-04-12,36.64735698769008,80.0,12.0,0.0,1.826271186440678
2021-04-11,36.64735698769008,43.0,6.0,0.0,1.826271186440678
2021-04-10,36.64735698769008,23.0,4.0,0.0,1.826271186440678
2021-04-09,36.64735698769008,45.0,4.0,0.0,1.826271186440678
2021-04-08,36.64735698769008,30.0,16.0,0.0,1.826271186440678
2021-04-07,36.64735698769008,29.0,3.0,0.0,1.826271186440678
2021-04-06,36.64735698769008,39.0,4.0,0.0,1.826271186440678
2021-04-05,36.64735698769008,46.0,10.0,0.0,1.826271186440678
2021-04-04,36.64735698769008,40.0,7.0,0.0,1.826271186440678
2021-04-03,36.64735698769008,45.0,10.0,0.0,1.826271186440678
2021-04-02,36.64735698769008,43.0,8.0,0.0,1.826271186440678
2021-04-01,36.64735698769008,30.385289431757833,6.0,0.0,1.826271186440678
2021-03-31,36.64735698769008,18.0,5.0,0.0,1.826271186440678
2021-03-30,36.64735698769008,39.0,5.0,0.0,1.826271186440678
2021-03-29,36.64735698769008,27.0,7.0,0.0,1.826271186440678
2021-03-28,36.64735698769008,19.0,4.0,0.0,1.826271186440678
2021-03-27,36.64735698769008,45.0,4.0,0.0,1.826271186440678
2021-03-26,36.64735698769008,40.0,9.0,0.0,1.826271186440678
2021-03-25,36.64735698769008,31.0,5.0,0.0,1.826271186440678
2021-03-24,36.64735698769008,40.0,5.0,0.0,1.826271186440678
2021-03-23,36.64735698769008,36.0,7.0,0.0,1.826271186440678
2021-03-22,36.64735698769008,46.0,10.0,0.0,1.826271186440678
2021-03-21,36.64735698769008,37.0,6.0,0.0,1.826271186440678
2021-03-20,36.64735698769008,36.0,6.0,0.0,1.826271186440678
2021-03-19,36.64735698769008,34.0,3.0,0.0,1.826271186440678
2021-03-18,36.64735698769008,41.0,1.0,0.0,1.826271186440678
2021-03-17,36.64735698769008,17.0,1.0,0.0,1.826271186440678
2021-03-16,36.64735698769008,14.0,5.0,0.0,1.826271186440678
2021-03-15,36.64735698769008,26.0,6.0,0.0,1.826271186440678
2021-03-14,36.64735698769008,33.0,0.0,0.0,1.826271186440678
2021-03-13,36.64735698769008,32.0,4.0,0.0,1.826271186440678
2021-03-12,36.64735698769008,31.0,4.0,0.0,1.826271186440678
2021-03-11,36.64735698769008,33.0,3.0,0.0,1.826271186440678
2021-03-10,36.64735698769008,36.0,4.0,0.0,1.826271186440678
2021-03-09,36.64735698769008,45.0,6.0,0.0,1.826271186440678
2021-03-08,36.64735698769008,44.0,10.0,0.0,1.826271186440678
2021-03-07,36.64735698769008,34.0,5.0,0.0,1.826271186440678
2021-03-06,36.64735698769008,27.0,1.0,0.0,1.826271186440678
2021-03-05,36.64735698769008,41.0,14.0,0.0,1.826271186440678
2021-03-04,36.64735698769008,38.0,13.0,0.0,1.826271186440678
2021-03-03,36.64735698769008,33.0,11.0,0.0,1.826271186440678
2021-03-02,36.64735698769008,26.0,6.0,0.0,1.826271186440678
2021-03-01,36.64735698769008,20.0,0.0,0.0,1.826271186440678
2021-02-28,36.64735698769008,18.0,5.830965909090909,0.0,1.826271186440678
2021-02-27,36.64735698769008,17.0,4.0,0.0,1.826271186440678
2021-02-26,36.64735698769008,12.0,3.0,0.0,1.826271186440678
2021-02-25,36.64735698769008,23.0,7.0,0.0,1.826271186440678
2021-02-24,36.64735698769008,42.0,7.0,0.0,1.826271186440678
2021-02-23,36.64735698769008,37.0,14.0,0.0,1.826271186440678
2021-02-22,36.64735698769008,37.0,10.0,0.0,1.826271186440678
2021-02-21,36.64735698769008,38.0,13.0,0.0,1.826271186440678
2021-02-20,36.64735698769008,32.0,11.0,0.0,1.826271186440678
2021-02-19,36.64735698769008,31.0,8.0,0.0,1.826271186440678
2021-02-18,36.64735698769008,20.0,0.0,0.0,1.826271186440678
2021-02-17,36.64735698769008,31.0,2.0,0.0,1.826271186440678
2021-02-16,36.64735698769008,30.0,1.0,0.0,1.826271186440678
2021-02-15,36.64735698769008,22.0,0.0,0.0,1.826271186440678
2021-02-14,36.64735698769008,18.0,0.0,0.0,1.826271186440678
2021-02-13,36.64735698769008,13.0,0.0,0.0,1.826271186440678
2021-02-12,36.64735698769008,7.0,0.0,0.0,1.826271186440678
2021-02-11,36.64735698769008,7.0,0.0,0.0,1.826271186440678
2021-02-10,36.64735698769008,19.0,2.0,0.0,1.826271186440678
2021-02-09,36.64735698769008,25.0,8.0,0.0,1.826271186440678
2021-02-08,36.64735698769008,32.0,7.0,0.0,1.826271186440678
2021-02-07,36.64735698769008,23.0,4.0,0.0,1.826271186440678
2021-02-06,36.64735698769008,23.0,2.0,0.0,1.826271186440678
2021-02-05,36.64735698769008,31.0,1.0,0.0,1.826271186440678
2021-02-04,36.64735698769008,35.0,3.0,0.0,1.826271186440678
2021-02-03,36.64735698769008,33.0,9.0,0.0,1.826271186440678
2021-02-02,36.64735698769008,28.0,8.0,0.0,1.826271186440678
2021-02-01,36.64735698769008,29.0,11.0,0.0,1.826271186440678
2021-01-31,36.64735698769008,27.0,3.0,0.0,1.826271186440678
2021-01-30,36.64735698769008,29.0,3.0,0.0,1.826271186440678
2021-01-29,36.64735698769008,24.0,6.0,0.0,1.826271186440678
2021-01-28,36.64735698769008,32.0,10.0,0.0,1.826271186440678
2021-01-27,36.64735698769008,31.0,3.0,0.0,1.826271186440678
2021-01-26,36.64735698769008,23.0,7.0,0.0,1.826271186440678
2021-01-25,36.64735698769008,18.0,4.0,0.0,1.826271186440678
2021-01-24,36.64735698769008,13.0,0.0,0.0,1.826271186440678
2021-01-23,36.64735698769008,9.0,5.830965909090909,0.0,1.826271186440678
2021-01-22,36.64735698769008,9.0,2.0,0.0,1.826271186440678
2021-01-21,36.64735698769008,19.0,9.0,0.0,1.826271186440678
2021-01-20,36.64735698769008,34.0,7.0,0.0,1.826271186440678
2021-01-19,36.64735698769008,31.0,12.0,0.0,1.826271186440678
2021-01-18,36.64735698769008,34.0,15.0,0.0,1.826271186440678
2021-01-17,36.64735698769008,29.0,12.0,0.0,1.826271186440678
2021-01-16,36.64735698769008,30.0,8.0,0.0,1.826271186440678
2021-01-15,36.64735698769008,35.0,6.0,0.0,1.826271186440678
2021-01-14,36.64735698769008,27.0,10.0,0.0,1.826271186440678
2021-01-13,36.64735698769008,20.0,12.0,0.0,1.826271186440678
2021-01-12,36.64735698769008,23.0,12.0,0.0,1.826271186440678
2021-01-11,36.64735698769008,19.0,1.0,0.0,1.826271186440678
2021-01-10,36.64735698769008,25.0,2.0,0.0,1.826271186440678
2021-01-09,36.64735698769008,23.0,7.0,0.0,1.826271186440678
2021-01-08,36.64735698769008,21.0,7.0,0.0,1.826271186440678
2021-01-07,36.64735698769008,31.0,3.0,0.0,1.826271186440678
2021-01-06,36.64735698769008,32.0,7.0,0.0,1.826271186440678
2021-01-05,36.64735698769008,34.0,13.0,0.0,1.826271186440678
2021-01-04,36.64735698769008,35.0,5.830965909090909,0.0,1.826271186440678
2021-01-03,36.64735698769008,30.0,7.0,0.0,1.826271186440678
2021-01-02,36.64735698769008,25.0,3.0,0.0,1.826271186440678
2021-01-01,36.64735698769008,21.0,0.0,0.0,1.826271186440678
2020-12-31,36.64735698769008,24.0,3.0,0.0,1.826271186440678
2020-12-30,36.64735698769008,30.0,6.0,0.0,1.826271186440678
2020-12-29,36.64735698769008,24.0,4.0,0.0,1.826271186440678
2020-12-28,36.64735698769008,31.0,12.0,0.0,1.826271186440678
2020-12-27,36.64735698769008,34.0,5.0,0.0,1.826271186440678
2020-12-26,36.64735698769008,28.0,11.0,0.0,1.826271186440678
2020-12-25,36.64735698769008,27.0,9.0,0.0,1.826271186440678
2020-12-24,36.64735698769008,27.0,4.0,0.0,1.826271186440678
2020-12-23,36.64735698769008,37.0,5.0,0.0,1.826271186440678
2020-12-22,36.64735698769008,34.0,14.0,0.0,1.826271186440678
2020-12-21,36.64735698769008,25.0,15.0,0.0,1.826271186440678
2020-12-20,36.64735698769008,19.0,7.0,0.0,1.826271186440678
2020-12-19,36.64735698769008,24.0,6.0,0.0,1.826271186440678
2020-12-18,36.64735698769008,18.0,9.0,0.0,1.826271186440678
2020-12-17,36.64735698769008,11.0,11.0,0.0,1.826271186440678
2020-12-16,36.64735698769008,10.0,3.0,0.0,1.826271186440678
2020-12-15,36.64735698769008,16.0,4.0,0.0,1.826271186440678
2020-12-14,36.64735698769008,12.0,1.0,0.0,1.826271186440678
2020-12-13,36.64735698769008,15.0,3.0,0.0,1.826271186440678
2020-12-12,36.64735698769008,19.0,3.0,0.0,1.826271186440678
2020-12-11,36.64735698769008,32.0,12.0,0.0,1.826271186440678
2020-12-10,36.64735698769008,35.0,12.0,0.0,1.826271186440678
2020-12-09,36.64735698769008,28.0,17.0,0.0,1.826271186440678
2020-12-08,36.64735698769008,25.0,14.0,0.0,1.826271186440678
2020-12-07,36.64735698769008,28.0,11.0,0.0,1.826271186440678
2020-12-06,36.64735698769008,17.0,6.0,0.0,1.826271186440678
2020-12-05,36.64735698769008,20.0,9.0,0.0,1.826271186440678
2020-12-04,36.64735698769008,17.0,7.0,0.0,1.826271186440678
2020-12-03,36.64735698769008,18.0,2.0,0.0,1.826271186440678
2020-12-02,36.64735698769008,25.0,4.0,0.0,1.826271186440678
2020-12-01,36.64735698769008,25.0,9.0,0.0,1.826271186440678
2020-11-30,36.64735698769008,23.0,6.0,0.0,1.826271186440678
2020-11-29,36.64735698769008,17.0,0.0,0.0,1.826271186440678
2020-11-28,36.64735698769008,15.0,1.0,0.0,1.826271186440678
2020-11-27,36.64735698769008,22.0,4.0,0.0,1.826271186440678
2020-11-26,36.64735698769008,21.0,5.0,0.0,1.826271186440678
2020-11-25,36.64735698769008,20.0,7.0,0.0,1.826271186440678
2020-11-24,36.64735698769008,12.0,6.0,0.0,1.826271186440678
2020-11-23,36.64735698769008,31.0,5.0,0.0,1.826271186440678
2020-11-22,36.64735698769008,28.0,7.0,0.0,1.826271186440678
2020-11-21,36.64735698769008,25.0,7.0,0.0,1.826271186440678
2020-11-20,36.64735698769008,30.0,4.0,0.0,1.826271186440678
2020-11-19,36.64735698769008,43.0,6.0,0.0,1.826271186440678
2020-11-18,36.64735698769008,31.0,9.0,0.0,1.826271186440678
2020-11-17,36.64735698769008,29.0,14.0,0.0,1.826271186440678
2020-11-16,36.64735698769008,30.0,9.0,0.0,1.826271186440678
2020-11-15,36.64735698769008,25.0,4.0,0.0,1.826271186440678
2020-11-14,36.64735698769008,30.0,4.0,0.0,1.826271186440678
2020-11-13,36.64735698769008,16.0,10.0,0.0,1.826271186440678
2020-11-12,36.64735698769008,30.0,12.0,0.0,1.826271186440678
2020-11-11,36.64735698769008,23.0,6.0,0.0,1.826271186440678
2020-11-10,36.64735698769008,24.0,8.0,0.0,1.826271186440678
2020-11-09,36.64735698769008,30.0,4.0,0.0,1.826271186440678
2020-11-08,36.64735698769008,35.0,3.0,0.0,1.826271186440678
2020-11-07,36.64735698769008,40.0,8.0,0.0,1.826271186440678
2020-11-06,36.64735698769008,36.0,11.0,0.0,1.826271186440678
2020-11-05,36.64735698769008,38.0,12.0,0.0,1.826271186440678
2020-11-04,36.64735698769008,34.0,11.0,0.0,1.826271186440678
2020-11-03,36.64735698769008,30.0,15.0,0.0,1.826271186440678
2020-11-02,36.64735698769008,40.0,9.0,0.0,1.826271186440678
2020-11-01,36.64735698769008,40.0,6.0,0.0,1.826271186440678
2020-10-31,36.64735698769008,27.0,11.0,0.0,1.826271186440678
2020-10-30,36.64735698769008,24.0,6.0,0.0,1.826271186440678
2020-10-29,36.64735698769008,9.0,4.0,0.0,1.826271186440678
2020-10-28,36.64735698769008,9.0,2.0,0.0,1.826271186440678
2020-10-27,36.64735698769008,25.0,3.0,0.0,1.826271186440678
2020-10-26,36.64735698769008,22.0,5.0,0.0,1.826271186440678
2020-10-25,36.64735698769008,17.0,4.0,0.0,1.826271186440678
2020-10-24,36.64735698769008,27.0,2.0,0.0,1.826271186440678
2020-10-23,36.64735698769008,27.0,5.0,0.0,1.826271186440678
2020-10-22,36.64735698769008,27.0,6.0,0.0,1.826271186440678
2020-10-21,36.64735698769008,32.0,6.0,0.0,1.826271186440678
2020-10-20,36.64735698769008,27.0,7.0,0.0,1.826271186440678
2020-10-19,36.64735698769008,32.0,6.0,0.0,1.826271186440678
2020-10-18,36.64735698769008,29.0,3.0,0.0,1.826271186440678
2020-10-17,36.64735698769008,21.0,4.0,0.0,1.826271186440678
2020-10-16,36.64735698769008,29.0,4.0,0.0,1.826271186440678
2020-10-15,36.64735698769008,51.0,8.0,0.0,1.826271186440678
2020-10-14,36.64735698769008,41.0,9.0,0.0,1.826271186440678
2020-10-13,36.64735698769008,30.0,5.0,0.0,1.826271186440678
2020-10-12,36.64735698769008,30.0,1.0,0.0,1.826271186440678
2020-10-11,36.64735698769008,32.0,2.0,0.0,1.826271186440678
2020-10-10,36.64735698769008,19.0,4.0,0.0,1.826271186440678
2020-10-09,36.64735698769008,13.0,0.0,0.0,1.826271186440678
2020-10-08,36.64735698769008,32.0,4.0,0.0,1.826271186440678
2020-10-07,36.64735698769008,42.0,9.0,0.0,1.826271186440678
2020-10-06,36.64735698769008,45.0,10.0,0.0,1.826271186440678
2020-10-05,36.64735698769008,49.0,5.0,0.0,1.826271186440678
2020-10-04,36.64735698769008,52.0,5.0,0.0,1.826271186440678
2020-10-03,36.64735698769008,36.0,6.0,0.0,1.826271186440678
2020-10-02,36.64735698769008,46.0,6.0,0.0,1.826271186440678
2020-10-01,36.64735698769008,30.385289431757833,10.0,0.0,1.826271186440678
2020-09-30,36.64735698769008,41.0,10.0,0.0,1.826271186440678
2020-09-29,36.64735698769008,28.0,6.0,0.0,1.826271186440678
2020-09-28,36.64735698769008,7.0,1.0,0.0,1.826271186440678
2020-09-27,36.64735698769008,12.0,3.0,0.0,1.826271186440678
2020-09-26,36.64735698769008,24.0,6.0,0.0,1.826271186440678
2020-09-25,36.64735698769008,19.0,5.0,0.0,1.826271186440678
2020-09-24,36.64735698769008,4.0,2.0,0.0,1.826271186440678
2020-09-23,36.64735698769008,6.0,0.0,0.0,1.826271186440678
2020-09-22,36.64735698769008,6.0,0.0,0.0,1.826271186440678
2020-09-21,36.64735698769008,4.0,0.0,0.0,1.826271186440678
2020-09-20,36.64735698769008,8.0,1.0,0.0,1.826271186440678
2020-09-19,36.64735698769008,18.0,1.0,0.0,1.826271186440678
2020-09-18,36.64735698769008,20.0,2.0,0.0,1.826271186440678
2020-09-17,36.64735698769008,9.0,3.0,0.0,1.826271186440678
2020-09-16,36.64735698769008,17.0,2.0,0.0,1.826271186440678
2020-09-15,36.64735698769008,16.0,1.0,0.0,1.826271186440678
2020-09-14,36.64735698769008,10.0,0.0,0.0,1.826271186440678
2020-09-13,36.64735698769008,9.0,0.0,0.0,1.826271186440678
2020-09-12,36.64735698769008,19.0,0.0,0.0,1.826271186440678
2020-09-11,36.64735698769008,15.0,1.0,0.0,1.826271186440678
2020-09-10,36.64735698769008,12.0,4.0,0.0,1.826271186440678
2020-09-09,36.64735698769008,14.0,4.0,0.0,1.826271186440678
2020-09-08,36.64735698769008,14.0,7.0,0.0,1.826271186440678
2020-09-07,36.64735698769008,18.0,6.0,0.0,1.826271186440678
2020-09-06,36.64735698769008,21.0,1.0,0.0,1.826271186440678
2020-09-05,36.64735698769008,15.0,3.0,0.0,1.826271186440678
2020-09-04,36.64735698769008,10.0,5.0,0.0,1.826271186440678
